AT1G01010.1	2200934
AT1G01020.1	2200939
AT1G01020.2	1009021149
AT1G01030.1	2200949
AT1G01040.1	2200959
AT1G01040.2	6530296038
AT1G01050.1	2200964
AT1G01060.1	2200969
AT1G01060.2	1005715162
AT1G01060.3	1009021147
AT1G01060.4	4010711637
AT1G01060.5	6530296039
AT1G01070.1	1006229933
AT1G01070.2	2200989
AT1G01073.1	5019473854
AT1G01080.1	1009021145
AT1G01080.2	2200974
AT1G01090.1	2200979
AT1G01100.1	2200984
AT1G01100.2	1005027848
AT1G01100.3	4010711638
AT1G01100.4	4010711639
AT1G01110.1	4515100465
AT1G01110.2	2200944
AT1G01115.1	5019473855
AT1G01120.1	2200954
AT1G01130.1	3435064
AT1G01140.1	3435060
AT1G01140.2	1005715163
AT1G01140.3	1005715164
AT1G01150.1	3435068
AT1G01160.1	3435072
AT1G01160.2	5019473856
AT1G01170.1	1009021152
AT1G01170.2	3435076
AT1G01180.1	3435052
AT1G01190.1	3435056
AT1G01200.1	2035301
AT1G01210.1	2035321
AT1G01220.1	2035361
AT1G01225.1	3691147
AT1G01230.1	2035351
AT1G01240.1	2035241
AT1G01240.2	1006229826
AT1G01240.3	1006229827
AT1G01250.1	2035256
AT1G01260.1	2035236
AT1G01260.2	4010711640
AT1G01260.3	6530296040
AT1G01280.1	2035266
AT1G01290.1	2035276
AT1G01290.2	5019473857
AT1G01300.1	2035296
AT1G01305.1	4515100466
AT1G01310.1	2035316
AT1G01320.1	2035326
AT1G01320.2	6530296041
AT1G01340.1	6530296042
AT1G01340.2	2035346
AT1G01350.1	2035376
AT1G01355.1	4515100467
AT1G01360.1	2035226
AT1G01370.1	2035251
AT1G01370.2	1009021141
AT1G01380.1	2035286
AT1G01390.1	2035271
AT1G01400.1	2035291
AT1G01410.1	2035311
AT1G01420.1	2035331
AT1G01430.1	2035341
AT1G01440.1	2035306
AT1G01450.1	2025355
AT1G01453.1	4515100468
AT1G01453.2	4515100469
AT1G01460.1	2025335
AT1G01470.1	2025345
AT1G01471.1	4515100470
AT1G01480.1	1005715534
AT1G01480.2	2025360
AT1G01490.1	2025420
AT1G01490.2	1009021142
AT1G01500.1	2025400
AT1G01510.1	2025375
AT1G01520.1	2025410
AT1G01530.1	2025385
AT1G01540.1	2025395
AT1G01540.2	1005715535
AT1G01550.1	1009021144
AT1G01550.2	2025405
AT1G01560.1	2025340
AT1G01560.2	4515100471
AT1G01570.1	2025415
AT1G01580.1	2025350
AT1G01590.1	2025365
AT1G01600.1	2025370
AT1G01610.1	2025380
AT1G01620.1	2025390
AT1G01620.2	4010711644
AT1G01630.1	2198134
AT1G01640.1	2198139
AT1G01640.2	1005715206
AT1G01650.1	1009021086
AT1G01650.2	2198154
AT1G01660.1	2198164
AT1G01670.1	2198179
AT1G01680.1	2198189
AT1G01690.1	2198199
AT1G01695.1	4515100472
AT1G01700.1	2198219
AT1G01710.1	2198204
AT1G01720.1	2198224
AT1G01725.1	3692209
AT1G01730.1	2198144
AT1G01740.1	2198159
AT1G01740.2	6530296043
AT1G01750.1	2198174
AT1G01760.1	2198184
AT1G01770.1	2198194
AT1G01780.1	2198209
AT1G01790.1	2198214
AT1G01800.1	2198229
AT1G01800.2	4010711645
AT1G01810.1	2198239
AT1G01820.1	2198149
AT1G01830.1	2198234
AT1G01830.2	4010711646
AT1G01830.3	4010711647
AT1G01840.1	2198169
AT1G01860.1	3433079
AT1G01880.1	6530296044
AT1G01880.2	2025446
AT1G01900.1	2025456
AT1G01910.1	2025466
AT1G01910.2	1005715533
AT1G01910.3	1009021051
AT1G01910.4	4010711648
AT1G01910.5	4515100473
AT1G01920.1	1009021050
AT1G01920.2	2025476
AT1G01930.1	2025486
AT1G01940.1	2025491
AT1G01950.1	2025496
AT1G01950.2	5019473858
AT1G01950.3	5019473859
AT1G01960.1	2025501
AT1G01970.1	2025441
AT1G01980.1	2025451
AT1G01990.1	2025461
AT1G02000.1	2025471
AT1G02010.1	3435890
AT1G02010.2	6530296045
AT1G02020.1	1006229984
AT1G02020.2	2205638
AT1G02030.1	2205648
AT1G02040.1	2205582
AT1G02050.1	2205587
AT1G02060.1	2205608
AT1G02065.1	504953949
AT1G02065.2	1006229981
AT1G02070.1	2205577
AT1G02074.1	4515100474
AT1G02080.1	6530296046
AT1G02080.2	2205613
AT1G02090.1	2205592
AT1G02090.2	1005027846
AT1G02090.3	1006229980
AT1G02100.1	1006229982
AT1G02100.2	1006229983
AT1G02100.3	2205618
AT1G02110.1	2205597
AT1G02120.1	2205624
AT1G02130.1	2205602
AT1G02140.1	2205629
AT1G02145.1	4010711649
AT1G02145.2	4010711650
AT1G02145.3	4010711651
AT1G02145.4	4515100476
AT1G02150.1	3435910
AT1G02160.1	3435894
AT1G02160.2	4010711652
AT1G02170.1	3435926
AT1G02180.1	3435866
AT1G02190.1	3435874
AT1G02190.2	1006229971
AT1G02205.1	1005715093
AT1G02205.2	6530296047
AT1G02205.3	3435882
AT1G02210.1	3435898
AT1G02220.1	3435906
AT1G02228.1	4010711653
AT1G02230.1	3435902
AT1G02250.1	3435922
AT1G02260.1	3435914
AT1G02270.1	3435870
AT1G02280.1	3435918
AT1G02280.2	4515100477
AT1G02290.1	3435878
AT1G02300.1	2204872
AT1G02305.1	3693167
AT1G02310.1	2204877
AT1G02320.1	2204892
AT1G02330.1	2204887
AT1G02335.1	2827076
AT1G02340.1	2204897
AT1G02350.1	2204907
AT1G02360.1	2204917
AT1G02370.1	2204807
AT1G02380.1	2204902
AT1G02390.1	2204817
AT1G02391.1	4515100478
AT1G02400.1	2204822
AT1G02405.1	504953961
AT1G02410.1	2204837
AT1G02420.1	2204912
AT1G02430.1	2204847
AT1G02440.1	3693162
AT1G02450.1	3693183
AT1G02460.1	3693178
AT1G02470.1	4010711654
AT1G02470.2	2196164
AT1G02475.1	3691854
AT1G02490.1	2196149
AT1G02500.1	2196159
AT1G02500.2	1005027855
AT1G02510.1	2196154
AT1G02520.1	2196144
AT1G02530.1	2196134
AT1G02540.1	2196099
AT1G02550.1	2196129
AT1G02560.1	2196119
AT1G02570.1	2196104
AT1G02575.1	6530296048
AT1G02580.1	2196109
AT1G02590.1	2196094
AT1G02610.1	2196084
AT1G02620.1	2196079
AT1G02630.1	2196069
AT1G02630.2	1009021073
AT1G02640.1	2196059
AT1G02650.1	2196049
AT1G02660.1	2196044
AT1G02670.1	2196114
AT1G02680.1	2196039
AT1G02690.1	1006229874
AT1G02690.2	2196139
AT1G02700.1	2196034
AT1G02710.1	2196089
AT1G02720.1	2024739
AT1G02720.2	1006229875
AT1G02730.1	3433649
AT1G02740.1	3433645
AT1G02750.1	3433641
AT1G02750.2	6530296049
AT1G02770.1	3433657
AT1G02780.1	3433637
AT1G02790.1	3433633
AT1G02800.1	3433629
AT1G02810.1	2024749
AT1G02813.1	3688961
AT1G02816.1	3688970
AT1G02820.1	2024734
AT1G02830.1	2024714
AT1G02840.1	2024769
AT1G02840.2	1005027878
AT1G02840.3	1005715550
AT1G02850.1	1005715548
AT1G02850.2	1006229695
AT1G02850.3	1006229696
AT1G02850.4	4515100479
AT1G02850.5	2024684
AT1G02860.1	2024674
AT1G02860.2	4515100480
AT1G02870.1	2024664
AT1G02880.1	2024659
AT1G02880.2	1005715551
AT1G02880.3	1005715552
AT1G02880.4	4515100481
AT1G02890.1	4515100482
AT1G02890.2	2024654
AT1G02900.1	2024729
AT1G02910.1	2024719
AT1G02920.1	2024699
AT1G02930.1	2024689
AT1G02930.2	6530296050
AT1G02940.1	2024774
AT1G02950.1	2024764
AT1G02950.2	1005715547
AT1G02950.3	1009021247
AT1G02950.4	4515100483
AT1G02960.1	1005715549
AT1G02960.2	1009021248
AT1G02960.3	2024759
AT1G02965.1	504954122
AT1G02970.1	2024779
AT1G02980.1	2024754
AT1G02990.1	2024709
AT1G02990.2	1006229694
AT1G02990.3	6530296051
AT1G03000.1	3433653
AT1G03010.1	2007563
AT1G03020.1	2007553
AT1G03022.1	4515100484
AT1G03030.1	2007543
AT1G03040.1	2007533
AT1G03040.2	6530296052
AT1G03050.1	2007523
AT1G03055.1	3686019
AT1G03055.2	1006229525
AT1G03060.1	2007513
AT1G03070.1	2007508
AT1G03070.2	6530296053
AT1G03080.1	2007568
AT1G03090.1	2007558
AT1G03090.2	1005715747
AT1G03100.1	2007548
AT1G03103.1	1006229523
AT1G03106.1	1006229524
AT1G03110.1	2007538
AT1G03120.1	2007528
AT1G03130.1	2007518
AT1G03140.1	2007588
AT1G03150.1	2007583
AT1G03160.1	2007578
AT1G03160.2	4010711656
AT1G03170.1	2014559
AT1G03180.1	2014549
AT1G03180.2	1009021255
AT1G03190.1	1005715665
AT1G03190.2	2014524
AT1G03200.1	2014494
AT1G03210.1	2014484
AT1G03220.1	2014474
AT1G03230.1	2014464
AT1G03240.1	2014554
AT1G03250.1	2014544
AT1G03250.2	6530296054
AT1G03260.1	2014529
AT1G03270.1	2014519
AT1G03280.1	2014514
AT1G03290.1	2014539
AT1G03290.2	6530296055
AT1G03300.1	2014504
AT1G03310.1	2014499
AT1G03310.2	1006227805
AT1G03320.1	2014489
AT1G03330.1	2014479
AT1G03340.1	2014469
AT1G03350.1	2014459
AT1G03360.1	2014534
AT1G03365.1	6530296056
AT1G03370.1	2014509
AT1G03380.1	2020852
AT1G03390.1	2020837
AT1G03400.1	2020817
AT1G03410.1	2020797
AT1G03420.1	2020757
AT1G03430.1	2020867
AT1G03440.1	2020732
AT1G03445.1	2825041
AT1G03457.1	2825066
AT1G03457.2	1006229679
AT1G03470.1	1009021252
AT1G03470.2	2020842
AT1G03475.1	2825061
AT1G03490.1	2020802
AT1G03495.1	2825046
AT1G03510.1	2020762
AT1G03520.1	4010711657
AT1G03520.2	2020747
AT1G03530.1	2020712
AT1G03540.1	2020702
AT1G03550.1	2020827
AT1G03560.1	2020807
AT1G03590.1	2020862
AT1G03600.1	2020787
AT1G03610.1	2020767
AT1G03620.1	2020752
AT1G03630.1	2020737
AT1G03630.2	1009021285
AT1G03650.1	2020717
AT1G03660.1	2020847
AT1G03670.1	2020832
AT1G03680.1	1005715570
AT1G03687.1	1006229678
AT1G03687.2	2825051
AT1G03700.1	2020772
AT1G03710.1	2020742
AT1G03710.2	4515100485
AT1G03720.1	2020777
AT1G03730.1	2020727
AT1G03740.1	2020707
AT1G03740.2	1009021296
AT1G03750.1	2024197
AT1G03760.1	2024187
AT1G03770.1	2024151
AT1G03770.2	6530296058
AT1G03770.3	6530296059
AT1G03780.1	1006229684
AT1G03780.2	6530296060
AT1G03780.3	2024131
AT1G03790.1	2024111
AT1G03800.1	2024248
AT1G03810.1	2024238
AT1G03820.1	2024213
AT1G03830.1	2024202
AT1G03830.2	6530296061
AT1G03840.1	1009021295
AT1G03840.2	2024192
AT1G03850.1	2024161
AT1G03850.2	1005715560
AT1G03860.1	1006229685
AT1G03860.2	1006229686
AT1G03860.3	2024141
AT1G03870.1	2024121
AT1G03880.1	2024233
AT1G03890.1	2024218
AT1G03900.1	2024207
AT1G03905.1	3688861
AT1G03910.1	6530296062
AT1G03910.2	2024181
AT1G03920.1	2024166
AT1G03930.1	2024146
AT1G03940.1	2024126
AT1G03950.1	2024106
AT1G03960.1	2024253
AT1G03960.2	1006229688
AT1G03970.1	2024223
AT1G03980.1	2024171
AT1G03982.1	1009021330
AT1G03990.1	2024156
AT1G04000.1	2024136
AT1G04010.1	2024116
AT1G04020.1	2024243
AT1G04020.2	1006229687
AT1G04030.1	2024176
AT1G04040.1	2024101
