AT1G01010	NAC domain containing protein 1
AT1G01010.1	NAC domain containing protein 1
AT1G01020	
AT1G01020.1	
AT1G01020.2	
AT1G01030	NGATHA3
AT1G01030.1	NGATHA3
AT1G01040	dicer-like 1
AT1G01040.1	dicer-like 1
AT1G01040.2	dicer-like 1
AT1G01046	microRNA838A
AT1G01046.1	microRNA838A
AT1G01050	pyrophosphorylase 1
AT1G01050.1	pyrophosphorylase 1
AT1G01060	LATE ELONGATED HYPOCOTYL
AT1G01060.1	LATE ELONGATED HYPOCOTYL
AT1G01060.2	LATE ELONGATED HYPOCOTYL
AT1G01060.3	LATE ELONGATED HYPOCOTYL
AT1G01060.4	LATE ELONGATED HYPOCOTYL
AT1G01060.5	LATE ELONGATED HYPOCOTYL
AT1G01070	Usually multiple acids move in and out Transporters 28
AT1G01070.1	Usually multiple acids move in and out Transporters 28
AT1G01070.2	Usually multiple acids move in and out Transporters 28
AT1G01090	pyruvate dehydrogenase E1 alpha
AT1G01090.1	pyruvate dehydrogenase E1 alpha
AT1G01110	IQ-domain 18
AT1G01110.1	IQ-domain 18
AT1G01110.2	IQ-domain 18
AT1G01120	3-ketoacyl-CoA synthase 1
AT1G01120.1	3-ketoacyl-CoA synthase 1
AT1G01140	CBL-interacting protein kinase 9
AT1G01140.1	CBL-interacting protein kinase 9
AT1G01140.2	CBL-interacting protein kinase 9
AT1G01140.3	CBL-interacting protein kinase 9
AT1G01160	GRF1-interacting factor 2
AT1G01160.1	GRF1-interacting factor 2
AT1G01160.2	GRF1-interacting factor 2
AT1G01183	microRNA165A
AT1G01183.1	microRNA165A
AT1G01190	"cytochrome P450, family 78, subfamily A, polypeptide 8"
AT1G01190.1	"cytochrome P450, family 78, subfamily A, polypeptide 8"
AT1G01200	RAB GTPase homolog A3
AT1G01200.1	RAB GTPase homolog A3
AT1G01220	L-fucokinase/GDP-L-fucose pyrophosphorylase
AT1G01220.1	L-fucokinase/GDP-L-fucose pyrophosphorylase
AT1G01280	"cytochrome P450, family 703, subfamily A, polypeptide 2"
AT1G01280.1	"cytochrome P450, family 703, subfamily A, polypeptide 2"
AT1G01290	cofactor of nitrate reductase and xanthine dehydrogenase 3
AT1G01290.1	cofactor of nitrate reductase and xanthine dehydrogenase 3
AT1G01290.2	cofactor of nitrate reductase and xanthine dehydrogenase 3
AT1G01340	cyclic nucleotide gated channel 10
AT1G01340.1	cyclic nucleotide gated channel 10
AT1G01340.2	cyclic nucleotide gated channel 10
AT1G01360	regulatory component of ABA receptor 1
